TreatmentGroup	IR+HLU	IR+HLU	IR+HLU	IR+HLU	IR+HLU	IR+HLU	IR+HLU	IR+HLU	IR+HLU	IR+HLU	IR	IR	IR	IR	sham	sham	sham	sham	IR	IR	IR	IR	sham	sham	sham	sham
Dose-Gy	0.5_Gy	0.5_Gy	0.5_Gy	0.5_Gy	0.5_Gy	0.5_Gy	0.5_Gy	0.5_Gy	0.5_Gy	0.5_Gy	0.5_Gy	0.5_Gy	0.5_Gy	0.5_Gy	sham	sham	sham	sham	0.5_Gy	0.5_Gy	0.5_Gy	0.5_Gy	sham	sham	sham	sham
d__Bacteria|p__Firmicutes|c__Clostridia|o__Peptostreptococcales_Tissierellales|f__Anaerovoracaceae|g__Family_XIII_UCG_001	0.0028570516503862607	0.0007479345499735346	0.0008727473166847851	0.0006176299024373506	0.0007547839985792301	0.0007509591053791527	0.0011808943721060318	0.0006713984270093995	0.0	0.00017226259082936608	0.0009858287122612446	0.00014842801241397922	0.0005330127696250766	0.00033875338753387534	0.0005646831052192853	0.000651890482398957	0.0005653803168759451	0.0014090513005914308	0.0011500862564692352	0.0008925113247899231	0.0019661387220098305	0.00025756600128783	0.0015621456826828593	0.0011561546787365936	0.00035487419709712907	0.0004665723488155083
d__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__NK4A214_group	0.0006065249313669157	0.0003106805053736221	0.0005818315444565234	0.00035456531436218276	0.002012757329544614	0.0005060811362337769	0.0012275086236365332	0.0009271692563463137	0.0	0.000297544475068905	0.0002327651126172383	0.001227904466333828	0.0007144639252421238	0.0008751129177958446	0.00029578638844819703	0.0006036022985175528	0.0004075997633291697	0.0002966423790718802	0.00019168104274487253	0.000454675580553357	0.00032768978700163843	0.000206052801030264	0.0005291138602635491	0.0001967922857423989	0.00042584903651655487	0.00021071009301345536
d__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Butyricicoccaceae|g__Butyricicoccus	0.0005107578369405605	6.904011230524935e-05	0.00012249085146453123	8.006313550113804e-05	0.0	0.0	0.0	6.394270733422853e-05	0.0	0.00012528188423953897	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00018540148691992508	0.0	0.0	0.0	0.0	0.0	0.0	3.548741970971291e-05	0.0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Peptostreptococcales_Tissierellales|f__Anaerovoracaceae|g___Eubacterium__brachy_group	0.0	0.0007824546061261593	0.0006736996830549218	0.00033169013279042903	0.0005771877636194112	0.00021222757325932578	0.0002641474253395071	7.992838416778566e-05	0.0	0.0003288649461287898	0.00047922229068254944	0.00032384293617595465	0.0006010569529814693	0.0005081300813008131	0.0004033450751566323	0.0007001786662803612	0.00018407731247123792	0.0008157665424476704	0.00038336208548974505	0.0006230739437212671	0.0006371745858365192	0.000489375402446877	0.0006802892489102774	0.0006395749286627965	0.00031938677738741617	0.000571927395322236
d__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__Intestinimonas	0.001388622869182149	0.0024279106160679355	0.0024038829599914257	0.0024590820189635256	0.008243425239384925	0.0009631866786384785	0.002268560241151061	0.0036926913485516976	0.0	0.0016599849661738913	0.0026562606969261315	0.000850087707461881	0.0009526185669894986	0.0014397018970189702	0.005162816962004894	0.0036940460669274227	0.000986128459667346	0.005914307432745611	0.00425531914893617	0.001498745432194399	0.0021481886036774076	0.00154539600772698	0.0036030134294136916	0.0026074977860867854	0.0020050392135987794	0.002498419674302399
d__Bacteria|p__Patescibacteria|c__Saccharimonadia|o__Saccharimonadales|f__Saccharimonadaceae|g__Candidatus_Saccharimonas	0.0018036136116963545	9.20534830736658e-05	4.5934069299199216e-05	0.0	0.0	0.0	0.0	0.0	0.0	3.132047105988474e-05	0.0	0.000850087707461881	0.001462949942162444	0.00019760614272809396	0.0	0.0	0.0	0.0	0.00044086639831320684	0.001262987723759325	0.001055889313671946	2.5756600128783e-05	0.0	0.0	0.0	0.0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospiraceae_FCS020_group	0.003367809487326821	0.002105723425310105	0.007272894305706543	0.0007205682195102423	0.0006363865086060175	0.0	0.0015227322166630412	0.0018543385126926274	0.0006327674678425595	0.0007360310699072914	0.0005339905524748409	0.0024962892996896503	0.0006804418335639275	0.0003952122854561879	0.0005646831052192853	0.0009416195856873823	0.0	0.004152993307006322	0.0009200690051753881	0.0013303470690264891	0.0011651192426724922	0.000437862202189311	0.001889692358084104	0.0035422611433631804	0.001135597430710813	0.0025435718370909965
d__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g___Eubacterium__ventriosum_group	0.0021547596245929898	0.006984558028214393	0.004440293365589257	0.006553739520307442	0.0018499607808314465	0.003836421516610889	0.01370458994996737	0.007928895709444338	0.0	0.0023490353294913554	0.0028068734168549326	0.006341924166779112	0.002200095261856699	0.008440605239385727	0.0018553873457205087	0.0010381959534501908	0.0027874564459930314	0.00042642341991582774	0.0019359785317232126	0.0045299159692167796	0.002530493355179319	0.024185447520927238	0.002746352893748898	0.0027796910361113846	0.0017566272756307888	0.0024532675115138017
d__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|f__Ruminococcaceae_x__L6	0.0011332439507118687	0.0007479345499735346	0.001209597158212246	0.00019443904335990667	0.0022939513682309937	0.0	0.0011187420367320302	0.00039964192083892833	4.9434958425199964e-05	0.0005794287146078677	0.0006709112069555693	0.00026986911347996224	0.0006123976502075347	0.0005081300813008131	0.0008066901503132646	0.0010864841373315949	0.00024981920978239434	0.0013719710032074456	0.0003641939812152578	0.002155499048549248	0.0020571636628436193	0.000437862202189311	0.0015621456826828593	0.00036898553576699794	0.0006032861350651194	0.0001806086511543903
d__Bacteria|p__Desulfobacterota|c__Desulfovibrionia|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio	0.014923705548107003	0.011725312406508181	0.025830258302583026	0.00623348697830289	0.030368956178129024	0.01807199412292874	0.0026880885049255726	0.0005754843660080568	0.017025399681638867	0.010053871210223001	0.008105702745259123	0.011631358790986372	0.006861121821769602	0.002822944896115628	0.05783968377746108	0.03896856439229321	0.0020379988166458482	0.02247066021469492	0.007149702894383746	0.03543101561052826	0.035299472055343166	0.0022408242112041212	0.038247373327622264	0.02676375086096625	0.004240746655310692	0.008097287860088499
d__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|f__Erysipelotrichaceae_x__L6	0.0	0.00016109359537891515	1.5311356433066404e-05	0.0	0.0	4.897559382907518e-05	0.00012430467074800336	0.00041562759767248546	0.0	0.0	1.3692065448072841e-05	2.6986911347996223e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.820498816675769e-05	0.0	5.03917962155761e-05	0.0	5.323112956456936e-05	0.0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__ASF356	0.0003830683777054204	6.904011230524935e-05	0.0003368498415274609	0.00011437590785876863	0.0015687667421450666	0.0010284874704105788	0.0030610025171695825	0.00217405204936377	0.0	0.00023490353294913554	0.002875333744095297	0.00221292673053569	9.072557780852367e-05	0.0009598012646793134	0.00037645540347952354	0.0007243227582210633	0.0014331733613832094	0.005932847581437603	0.003258577726662833	0.000909351161106714	0.0018569087930092845	0.000824211204121056	0.0036282093275214794	0.0039112466791301785	0.0023954008304056212	0.0017458836278257729
d__Bacteria|p__Firmicutes|c__Clostridia|o__Christensenellales|f__Christensenellaceae|g__uncultured	0.0006544084785800932	0.0009780682576576991	0.0007043223959210547	0.0011895094417311938	0.0003403927836729861	0.0009142110848094033	0.0011964324559495323	0.001806381482191956	0.0	0.0005167877724880982	0.0004244540288902581	0.00028336256915396035	0.0006010569529814693	0.0019196025293586269	0.0005646831052192853	0.0007726109421024675	0.0007100124909604892	0.0006674453529117303	0.0014184397163120568	0.001380866577976862	0.0011105042781722192	0.001519639407598197	0.0017889087656529517	0.0014759421430679918	0.0006742609744845452	0.0007224346046175612
d__Bacteria|p__Firmicutes|c__Clostridia|o__Peptococcales|f__Peptococcaceae|g__uncultured	0.0010534380386899062	0.000667387752284077	0.0007502564652202538	0.00035456531436218276	0.0010211783510189584	9.795118765815036e-05	0.0004195282637745113	0.00022379947566979986	0.0	0.00021924329741919318	0.000520298487026768	0.00021589529078396978	0.0001360883667127855	2.8229448961156277e-05	0.0006722417919277205	0.0006760345743396591	7.889027677338768e-05	0.0005191241633757903	0.00046003450258769407	0.00023575770843507402	0.0004551247041689423	0.000206052801030264	0.0005291138602635491	9.839614287119945e-05	0.00046133645622626777	0.0004214201860269107
d__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Faecalibaculum	3.192236480878503e-05	0.0007134144938209099	0.0002602930593621289	0.00024018940650341413	0.00537228610753452	0.046869643294424945	0.017185120730911465	0.005275273355073854	0.0043799373164727165	0.001910548734652969	2.7384130896145682e-05	0.027553636486304142	0.009424119394860396	0.005448283649503161	0.0	2.414409194070211e-05	0.0	0.0001483211895359401	0.00013417672992141076	0.0	0.0	0.0	0.0002015671848623044	0.0002705893928957985	0.00023066822811313389	7.525360464766262e-05
d__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Ruminococcaceae	0.00041499074251420546	0.0014498423584102364	0.0007043223959210547	0.0014411364390204847	7.399843123325785e-05	0.0	0.0	0.0008152695185114138	0.0	0.0028345026309195692	0.0002327651126172383	0.0014303063014437997	0.010501485631336615	0.0046014001806684735	0.0	0.00041044956299193585	1.314837946223128e-05	0.001205109664979513	0.00034502587694077054	0.000387316235286193	0.00014563990533406152	0.004146812620734063	0.0002015671848623044	4.9198071435599724e-05	0.0	6.02028837181301e-05
d__Bacteria|p__Firmicutes|c__Clostridia|o__Peptostreptococcales_Tissierellales|f__Anaerovoracaceae|g___Eubacterium__nodatum_group	7.980591202196259e-05	0.0004027339884472879	0.00041340662369279295	0.0007091306287243655	0.00044399058739954714	0.0020406497428781326	0.0011187420367320302	0.0008792122258456423	0.0	9.396141317965422e-05	0.00034230163620182103	0.0005127513156119282	0.00034022091678196373	0.0012985546522131888	0.0003495657318024147	0.00014486455164421265	0.00030241272763131946	0.00012978104084394756	0.0005750431282346176	0.000252597544751865	0.00023666484616785	0.001081777205408886	0.00022676308297009246	0.00031978746433139823	0.0004435927463714113	0.0003762680232383131
d__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelatoclostridiaceae|g__Erysipelatoclostridium	0.0	0.0	0.0	2.2875181571753726e-05	4.439905873995471e-05	4.897559382907518e-05	3.107616768700084e-05	9.59140610013428e-05	0.0	3.132047105988474e-05	5.4768261792291365e-05	0.0	0.0	0.0	0.0	0.0	6.57418973111564e-05	0.0	0.0	0.0	0.0	0.0	0.0001007835924311522	4.9198071435599724e-05	7.097483941942582e-05	0.00015050720929532524
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Marinifilaceae|g__Odoribacter	0.017908446657728404	3.452005615262467e-05	0.0	0.0	0.0	0.0	0.0	0.0011829400856832278	0.0	0.024868454021548483	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Peptostreptococcales_Tissierellales|f__Anaerovoracaceae|g__Family_XIII_AD3011_group	6.384472961757006e-05	0.0004027339884472879	0.00019904763362986328	0.0005718795392938432	0.0001479968624665157	0.0006693331156640274	0.0003262997607135088	0.0004955559818402711	0.0	9.396141317965422e-05	0.0002327651126172383	0.00016192146808797732	0.0004876499807208147	0.0004799006323396567	0.00016133803006265293	0.0002897291032884253	0.00014463217408454407	7.416059476797004e-05	0.0007858922752539773	0.000370476398969402	0.00025486983433460766	0.0007984546039922731	0.0002015671848623044	0.0001967922857423989	0.00017743709854856453	0.00019565937208392283
d__Bacteria|p__Firmicutes|c__Bacilli|o__Acholeplasmatales|f__Acholeplasmataceae|g__Anaeroplasma	0.000462874289727383	0.0037166593790992565	9.186813859839843e-05	0.0005490043577220894	0.0	0.00026120316708840095	0.0010099754498275272	0.005275273355073854	0.0	0.002959784515159108	0.0003012254398576025	0.0007556335177438942	0.0008278708975027784	0.009513324299909665	0.00013444835838554413	0.001496933700323531	1.314837946223128e-05	0.002113576950887146	0.0002683534598428215	0.00028627721738544703	0.0007281995266703076	0.002858982614294913	0.0002015671848623044	0.0008855652858407951	0.0006920046843394016	0.0004665723488155083
d__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Coriobacteriaceae_UCG_002	0.0	9.20534830736658e-05	1.5311356433066404e-05	9.15007262870149e-05	7.399843123325785e-05	0.0006693331156640274	0.0	0.0	0.0004350276341417597	0.0010335755449761965	0.0007256794687478606	5.3973822695992446e-05	5.670348613032729e-05	5.6458897922312554e-05	0.00032267606012530587	0.0002897291032884253	0.00014463217408454407	0.00048204386599180526	0.00042169829403871956	1.6839836316791e-05	1.820498816675769e-05	7.7269800386349e-05	0.00042833026783239687	0.0006395749286627965	0.0010823663011462438	0.00021071009301345536
d__Bacteria|p__Firmicutes|c__Clostridia|o__Monoglobales|f__Monoglobaceae|g__Monoglobus	0.0004788354721317755	0.0027961245483625985	0.0002602930593621289	0.0003660029051480596	2.9599372493303142e-05	0.0002938535629744511	0.001072127785201529	7.992838416778566e-05	0.0	0.00014094211976948133	9.584445813650989e-05	0.0004182971258939414	0.0	0.0	0.00013444835838554413	0.0002655850113477232	0.0008283479061205706	0.00025956208168789513	0.0006325474410580794	0.000555714598454103	0.0004005097396686692	0.000437862202189311	0.0001511753886467283	2.4599035717799862e-05	0.00021292451825827744	0.0
d__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__uncultured	0.0003351848304922429	3.452005615262467e-05	0.00035216119796052734	0.0005375667669362125	0.0005475883911261082	0.0	7.76904192175021e-05	9.59140610013428e-05	0.0	0.0	0.0	0.0	1.1340697226065458e-05	2.8229448961156277e-05	8.066901503132647e-05	0.0	2.629675892446256e-05	0.0	0.00011500862564692352	0.0	0.0	5.1513200257566e-05	0.0	0.0	3.548741970971291e-05	6.02028837181301e-05
d__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelatoclostridiaceae|g__Erysipelatoclostridiaceae	3.192236480878503e-05	0.00024164039306837272	3.062271286613281e-05	0.00014868868021639922	2.9599372493303142e-05	0.00013060158354420047	0.00018645700612200504	0.0001918281220026856	0.0	0.00014094211976948133	0.0	6.746727836999056e-05	3.402209167819637e-05	0.00011291779584462511	0.0	0.0	0.0001314837946223128	3.708029738398502e-05	0.00021084914701935978	0.0	0.0	0.000103026400515132	0.0	0.0	0.0	0.0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Butyricicoccaceae|g__UCG_009	0.001883419523718317	0.0008745080891998251	0.0006277656137557226	0.0006862554471526118	0.0008879811747990943	0.00011427638560117541	0.0009944373659840269	0.000847240872178528	0.0	0.0004698070658982711	0.0008899842541247347	0.00016192146808797732	0.0007371453196942548	0.0008468834688346884	0.0	0.0006277463904582549	0.0002629675892446256	0.000908467285907633	0.0012650948821161588	0.0006735934526716401	0.0004915346805024576	0.000437862202189311	0.001511753886467283	0.00041818360720259764	0.000975904042017105	0.0004665723488155083
d__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g___Eubacterium__oxidoreducens_group	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.698070658982711e-05	0.0	0.0	0.0	5.6458897922312554e-05	0.0	0.00014486455164421265	0.0	0.0	0.0	0.000454675580553357	0.0012925541598397961	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Firmicutes|c__Clostridia|c__Clostridia_x__L4|c__Clostridia_x__L5|c__Clostridia_x__L6	0.0	0.00017260028076312338	0.00012249085146453123	0.0	0.0	0.0	3.107616768700084e-05	0.0	0.0	0.0	0.0008215239268843705	0.0	0.0	0.0	0.0	0.0007726109421024675	0.0	0.0	0.0003258577726662833	0.000134718690534328	0.0013289641361733115	0.0	0.0010582277205270982	0.0006149758929449965	0.0003016430675325597	9.030432557719515e-05
d__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Defluviitaleaceae|g__Defluviitaleaceae_UCG_011	0.0	0.00019561365153153982	0.00015311356433066406	0.0	2.9599372493303142e-05	4.897559382907518e-05	0.00010876658690450294	0.00020781379883624273	0.0	4.698070658982711e-05	2.7384130896145682e-05	0.0	0.0002835174306516365	0.0006210478771454381	0.00013444835838554413	0.0	6.57418973111564e-05	0.0	0.00023001725129384704	0.000218917872118283	9.102494083378845e-05	0.000360592401802962	7.558769432336415e-05	0.0001229951785889993	5.323112956456936e-05	0.00016555793022485777
d__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__UCG_005	0.0006544084785800932	0.0001841069661473316	0.00024498170292906247	0.0010293831707289176	0.0031819325430300876	0.0	6.215233537400168e-05	0.00020781379883624273	1.9773983370079985e-05	0.00020358306188925082	0.0002327651126172383	9.445418971798678e-05	0.00041960579736442197	0.0005363595302619692	0.001344483583855441	0.0005553141146361486	3.944513838669384e-05	0.0012236498136715057	0.00011500862564692352	0.000555714598454103	0.0012925541598397961	0.000437862202189311	0.0012094031091738264	0.0008117681786873954	0.00019518080840342098	0.0003010144185906505
d__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia	0.0009417097618591585	0.00028766713460520564	0.0007961905345194531	3.431277235763059e-05	0.00028119403868637986	8.162598971512529e-05	0.0002486093414960067	0.0001438710915020142	1.9773983370079985e-05	0.0003288649461287898	0.0004244540288902581	0.0006341924166779113	0.0002948581278777019	0.0	0.00045712441851085	0.000434593654932638	5.259351784892512e-05	0.0011680293675955281	0.0011500862564692352	0.001397706414293653	0.0010740943018387038	0.000206052801030264	0.0011842072110660384	0.0009101643215585949	3.548741970971291e-05	0.0019716444417687607
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Parasutterella	0.0	2.301337076841645e-05	0.0	2.2875181571753726e-05	0.0	1.632519794302506e-05	0.0	9.59140610013428e-05	0.0	0.0	0.0002327651126172383	0.0	3.402209167819637e-05	2.8229448961156277e-05	0.00010755868670843529	0.0	0.00018407731247123792	0.0	0.0	3.3679672633582e-05	0.0	0.0	0.0001007835924311522	4.9198071435599724e-05	8.871854927428227e-05	4.5152162788597575e-05
d__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospiraceae_UCG_004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.048036702199433e-05	0.0003288802195558983	0.00025406504065040653	0.0	0.0	0.0	0.0	1.9168104274487252e-05	0.00010103901790074601	3.640997633351538e-05	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides	0.0006065249313669157	0.0020021632568522313	0.0008115018909525195	0.003236838192403152	0.000621586822359366	0.0014855930128152804	0.0018801081450635507	0.006793912654261781	9.886991685039992e-06	0.000422826359308444	0.0019579653590744163	0.00031034948050195655	0.0008051895030506476	0.0018066847335140017	0.0007798004786361559	0.0022695446424259983	0.0019854052987969234	0.002076496653503161	0.001590952654782442	0.0004883552531869391	0.0014928090296741307	0.004198325820991629	0.0033006626521202348	0.0010331595001475942	0.0015614464672273679	0.0019114415580506307
d__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__UCG_010|g__UCG_010	0.0001755730064483177	0.00039122730306307964	0.0003062271286613281	0.0005261291761503357	0.0003255930974263346	0.000571381928005877	0.0008235184437055223	0.0011349830551825564	0.0	0.00031320471059884743	0.00041076196344218524	0.000121441101065983	0.001236135997641135	0.0013550135501355014	0.0004033450751566323	0.0002655850113477232	0.00042074814279140097	0.0002966423790718802	0.0008433965880774391	0.001094589360591415	0.0017658838521754962	0.001983258209916291	0.0008818564337725819	0.0010577585358653942	0.0013840093686788033	0.0014147677673760574
